Original ID,Question Text,Answer,Notes/Comment,identifier
69.9,"How does your company handle: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",We have strict policies in place to ensure compliance.,,a5e568e2-301c-401f-8de0-b307271fec50
56.1,What are your policies concerning: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,A dedicated team ensures continuous monitoring and adherence.,,10a74880-9299-476c-b3fd-7a8ef65199da
69,"Can you provide details on: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We utilize automation and manual processes to comply with these requirements.,,97f9608b-575a-4eb3-9b08-464ebe3d1133
61.2,"Can you provide details on: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",Our security team regularly audits and enforces these standards.,,e871be1e-5aac-46ff-9ccf-6f2ea5652a65
54.8,"In what ways do you address: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We have strict policies in place to ensure compliance.,,f40076e5-ecee-4335-b908-d38c9116b647
65.6,In what ways do you address: do you maintain a policy that addresses information security for all personnel?,We utilize automation and manual processes to comply with these requirements.,,4f9dc3eb-45d6-42e8-b7b4-fe7f3cc036fb
54.9,How does your company handle: do you restrict access to cardholder data by business need to know?,We utilize automation and manual processes to comply with these requirements.,,00275c92-c5e0-4feb-9048-4f9073d0c87c
63.3,Please explain your process regarding: do you identify and authenticate access to system components?,We have strict policies in place to ensure compliance.,,9946e2ae-2768-419a-a4ab-2479ec147378
67.2,In what ways do you address: do you restrict physical access to cardholders data?,We follow industry best practices and guidelines.,,8b872f72-4db8-40cb-ae20-b5df457249e0
44.3,In what ways do you address: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,We have strict policies in place to ensure compliance.,,a98a622e-48d3-4c7d-8c68-cbcf8eb691b3
51.8,What are your policies concerning: do you install and maintain a firewall configuration to protect cardholder data?,We follow industry best practices and guidelines.,,f10c224e-4edc-47f4-ace3-857619a3d8bb
50.3,Please explain your process regarding: what information do you have about the service provider organization?,A dedicated team ensures continuous monitoring and adherence.,,c2a9be08-4838-4c29-863f-a77e195ae918
76.2,What are your policies concerning: does the organization use one or more payment applications?,A dedicated team ensures continuous monitoring and adherence.,,363b6408-1f37-46e2-b09b-eaf3f1d8bf27
58.9,In what ways do you address: do you protect all systems against malware and regularly update anti-virus software or programs?,We utilize automation and manual processes to comply with these requirements.,,7e6adb3f-ac4f-4eaa-84ad-3849dc115faa
76.9,Can you provide details on: is there information available about the qualified security assessor (qsa) company?,We follow industry best practices and guidelines.,,42e6d793-9493-4b39-919d-dd97e0ba0845
53.8,How does your company handle: do you regularly test security systems and processes?,Our security team regularly audits and enforces these standards.,,c15668b6-8f02-42d3-a60f-f519061fd577
53.5,In what ways do you address: do you track and monitor all access to network resources and cardholder data?,We follow industry best practices and guidelines.,,e09aec18-31dc-4384-97ae-ec243a5de8a4
71.4,How does your company handle: do you protect stored cardholder data?,We follow industry best practices and guidelines.,,b18fd03e-7ff7-40ce-b79f-092459d01721
49.6,"Can you provide details on: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We utilize automation and manual processes to comply with these requirements.,,7a964faf-17d8-44c6-bb30-2fc45b358828
65,"Can you provide details on: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",A dedicated team ensures continuous monitoring and adherence.,,70b93d8f-41c7-432c-b8b2-3edde38c4a50
46.7,"In what ways do you address: do you encrypt the transmission of cardholder data across open, public networks?",A dedicated team ensures continuous monitoring and adherence.,,225c3f65-3ae2-4bee-9be6-eb944550f823
47.8,Please explain your process regarding: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We follow industry best practices and guidelines.,,e515f6ac-871c-40d0-9555-d02945bd6e14
79.1,"In what ways do you address: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We follow industry best practices and guidelines.,,7dd9b30a-f92d-4895-a74b-71b7c8387d15
77.6,Please explain your process regarding: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,A dedicated team ensures continuous monitoring and adherence.,,5c5d4056-5b81-48b2-9700-e9841fa46292
54,Can you provide details on: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,A dedicated team ensures continuous monitoring and adherence.,,a51acfc3-1a2c-46de-ab7e-bdad772b8bfa
47.2,What are your policies concerning: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,We utilize automation and manual processes to comply with these requirements.,,ec83f7fc-3e09-4ff1-a777-a5c5109a57af
43.7,"Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",We utilize automation and manual processes to comply with these requirements.,,0dd898a0-e936-4d1a-a456-696046c54abc
56.6,What are your policies concerning: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We follow industry best practices and guidelines.,,1addd3cd-66a2-4db8-918d-e8eedc431836
46.2,"Please explain your process regarding: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",Our security team regularly audits and enforces these standards.,,12039039-b5e3-4b15-a056-ec7eb7a63aa9
69.3,"Please explain your process regarding: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",A dedicated team ensures continuous monitoring and adherence.,,7c605574-2377-4967-8905-01b6e2cda5af
67.3,"Please explain your process regarding: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",A dedicated team ensures continuous monitoring and adherence.,,f75fd154-68fb-49e8-bff9-d2926e1067b5
65.9,In what ways do you address: do you maintain a policy that addresses information security for all personnel?,We have strict policies in place to ensure compliance.,,1514f30b-0e1e-4597-9a30-ec633a2f4064
75.6,What are your policies concerning: do you restrict access to cardholder data by business need to know?,Our security team regularly audits and enforces these standards.,,9abffe45-8489-4a31-a4a8-6958aadeffa9
76,In what ways do you address: do you identify and authenticate access to system components?,Our security team regularly audits and enforces these standards.,,f6d4929e-406e-4b8c-ac60-a73731d0145c
70.7,Can you provide details on: do you restrict physical access to cardholders data?,We have strict policies in place to ensure compliance.,,710f6aa2-b7de-47e9-b035-7238f9de7fd6
70.5,In what ways do you address: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,We utilize automation and manual processes to comply with these requirements.,,2764ab4c-2c87-4035-9dd7-cead01e361da
42.6,Can you provide details on: do you install and maintain a firewall configuration to protect cardholder data?,We utilize automation and manual processes to comply with these requirements.,,8bb0fd5c-4f9e-4c0f-b4b5-3d867509db81
68.3,In what ways do you address: what information do you have about the service provider organization?,A dedicated team ensures continuous monitoring and adherence.,,7052565f-6437-441b-8ff8-bd45a8103567
58.6,How does your company handle: does the organization use one or more payment applications?,We follow industry best practices and guidelines.,,12882bf5-7a4f-4cb7-b8b9-35ff89b6fb2b
54.3,In what ways do you address: do you protect all systems against malware and regularly update anti-virus software or programs?,We utilize automation and manual processes to comply with these requirements.,,07921269-9771-4b7b-98eb-f48af354841a
59.8,Can you provide details on: is there information available about the qualified security assessor (qsa) company?,We follow industry best practices and guidelines.,,47acb9d8-53ef-418a-91f2-eca7d88d72ce
59.1,In what ways do you address: do you regularly test security systems and processes?,A dedicated team ensures continuous monitoring and adherence.,,b1ca2062-59b0-4453-9160-befcc3bdb9b3
79,Can you provide details on: do you track and monitor all access to network resources and cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,b45ab322-a577-4581-9e59-10a55cfd6551
54.8,How does your company handle: do you protect stored cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,63a5e9d7-8a87-4795-8521-69d05b247f18
78.2,"Please explain your process regarding: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We utilize automation and manual processes to comply with these requirements.,,380bf778-30c4-49a1-8f7a-a3b50c167e23
68.5,"How does your company handle: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",A dedicated team ensures continuous monitoring and adherence.,,2758b5ef-bb63-4546-b076-c3dce24592e8
52.9,"In what ways do you address: do you encrypt the transmission of cardholder data across open, public networks?",Our security team regularly audits and enforces these standards.,,b292973f-d9b7-4637-99f5-c166e8bafd02
76.7,In what ways do you address: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We follow industry best practices and guidelines.,,b756fda8-2638-467e-bcbd-dbfbeb67c2bd
45.7,"In what ways do you address: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",Our security team regularly audits and enforces these standards.,,e5c9d35f-17a3-4cd9-a320-d1417ab614c6
57.2,Please explain your process regarding: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,93f9b620-c140-45e9-bffe-0efe9cb1a4cf
55.7,What are your policies concerning: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,e461916f-11fa-4e3c-a66e-0029948903e7
56.2,What are your policies concerning: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,We have strict policies in place to ensure compliance.,,07b6bcaf-5cd8-4a01-89c4-8905030a475b
76.9,"In what ways do you address: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",Our security team regularly audits and enforces these standards.,,ca7e2622-6d2b-4686-a480-0501576006b2
45.2,How does your company handle: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We utilize automation and manual processes to comply with these requirements.,,ad59e416-67b4-437e-9c94-4f70d2b6908b
74.6,"How does your company handle: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We follow industry best practices and guidelines.,,d3152149-4a10-482c-a986-3322afca419c
58.1,"How does your company handle: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",Our security team regularly audits and enforces these standards.,,32d2fccd-a973-452b-ad86-06a5963a4783
52.5,"Can you provide details on: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We follow industry best practices and guidelines.,,7e306a5e-ef02-417d-a1e9-a3e0765b5a49
74.5,How does your company handle: do you maintain a policy that addresses information security for all personnel?,We follow industry best practices and guidelines.,,6b877947-04ce-4c66-b829-3e848e8a911e
61.2,Can you provide details on: do you restrict access to cardholder data by business need to know?,Our security team regularly audits and enforces these standards.,,5e369b3b-8161-4f09-9bfa-3e4c8c32b1bd
52.9,In what ways do you address: do you identify and authenticate access to system components?,We have strict policies in place to ensure compliance.,,40ae9415-fe99-4b8f-a19a-74adf784396a
77.8,In what ways do you address: do you restrict physical access to cardholders data?,Our security team regularly audits and enforces these standards.,,677df299-4e85-4b67-bbda-ee661d0630c7
60.7,Can you provide details on: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,A dedicated team ensures continuous monitoring and adherence.,,00e80f7a-699e-4f6d-a7d2-1deff0c2d5f3
59,In what ways do you address: do you install and maintain a firewall configuration to protect cardholder data?,We have strict policies in place to ensure compliance.,,82c1a608-2658-48bc-bbd6-b84064c0d0fc
57.1,How does your company handle: what information do you have about the service provider organization?,We utilize automation and manual processes to comply with these requirements.,,c37eeb90-d45a-46df-8b04-84ba6eece89b
59.4,Please explain your process regarding: does the organization use one or more payment applications?,We have strict policies in place to ensure compliance.,,9cfe166b-5d28-49f8-9fe4-1f3d681b9ff4
61.7,In what ways do you address: do you protect all systems against malware and regularly update anti-virus software or programs?,Our security team regularly audits and enforces these standards.,,70a4ba2b-c03b-4fff-9ba3-6225a86f7562
56.7,Can you provide details on: is there information available about the qualified security assessor (qsa) company?,A dedicated team ensures continuous monitoring and adherence.,,3712a439-bbe6-4cff-88ed-4b02ba209d10
50.8,Please explain your process regarding: do you regularly test security systems and processes?,Our security team regularly audits and enforces these standards.,,1bc94a75-eb2a-457d-ac58-50af3715a138
58,Can you provide details on: do you track and monitor all access to network resources and cardholder data?,Our security team regularly audits and enforces these standards.,,d2fa9ddb-dac7-49bd-ae8e-469072cbb970
65.8,How does your company handle: do you protect stored cardholder data?,We follow industry best practices and guidelines.,,b249db19-be6a-4af3-bd64-404f662198f3
47.1,"What are your policies concerning: 
how does your business store, process, and transmit cardholder data, and in what capacity?",A dedicated team ensures continuous monitoring and adherence.,,5bdae5e2-32f3-4d40-9de4-7b5b772ae22a
77.1,"Please explain your process regarding: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",Our security team regularly audits and enforces these standards.,,9df44378-afc5-4f28-8090-8474dc4d36bd
66.6,"How does your company handle: do you encrypt the transmission of cardholder data across open, public networks?",We utilize automation and manual processes to comply with these requirements.,,de32a28d-454c-48fa-833c-c85faa878981
69.8,Please explain your process regarding: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We utilize automation and manual processes to comply with these requirements.,,8b7b6baa-a5ae-4cdb-8b7c-6f04f094d1ec
65.1,"In what ways do you address: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We follow industry best practices and guidelines.,,ebb5268d-f639-46d1-a841-990998c5d65e
60.5,How does your company handle: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We have strict policies in place to ensure compliance.,,5c28bb16-b4ba-46d9-a2aa-413b2f189100
42.9,Can you provide details on: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We have strict policies in place to ensure compliance.,,ec538951-5829-4052-872d-7af5556e0c4e
63.1,Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,Our security team regularly audits and enforces these standards.,,47f9bd68-8b85-4d16-a485-ba9779d06c2f
77.6,"Can you provide details on: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",A dedicated team ensures continuous monitoring and adherence.,,5c2afc79-2ba5-4a85-aef9-4f7770bcec0b
47.4,What are your policies concerning: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We have strict policies in place to ensure compliance.,,69d544d7-903b-45a5-9b24-6b61f3188492
79.5,"How does your company handle: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We utilize automation and manual processes to comply with these requirements.,,18aa6fe0-26ea-4fc8-823c-4c9757937dc1
79.4,"Can you provide details on: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We utilize automation and manual processes to comply with these requirements.,,cd964733-2d1e-44ef-9b60-3751d1204976
78.9,"Please explain your process regarding: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We have strict policies in place to ensure compliance.,,0d41870a-417c-42d7-b88b-befe9a4c8232
64.8,Can you provide details on: do you maintain a policy that addresses information security for all personnel?,We have strict policies in place to ensure compliance.,,70bb9d94-450b-49fb-a702-93c0d2ace4d8
70.7,What are your policies concerning: do you restrict access to cardholder data by business need to know?,We follow industry best practices and guidelines.,,4f2303e6-e7cb-4646-a771-556bcd4cb435
57.8,Can you provide details on: do you identify and authenticate access to system components?,A dedicated team ensures continuous monitoring and adherence.,,839c2a66-34b4-4fba-8752-04c1262a2c0b
79.7,In what ways do you address: do you restrict physical access to cardholders data?,We utilize automation and manual processes to comply with these requirements.,,e41ae135-91f8-40e2-92a2-29f5f6c54e8d
43.3,Can you provide details on: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,We utilize automation and manual processes to comply with these requirements.,,c966b97a-e10c-4d11-ab1a-3619bd6d6bf2
60.4,How does your company handle: do you install and maintain a firewall configuration to protect cardholder data?,We follow industry best practices and guidelines.,,3bd43504-9021-4634-956a-a3c825340556
63.9,Please explain your process regarding: what information do you have about the service provider organization?,We utilize automation and manual processes to comply with these requirements.,,12e71e91-fb9c-4c97-aa1e-19657f9b7f09
79.8,In what ways do you address: does the organization use one or more payment applications?,Our security team regularly audits and enforces these standards.,,af35762e-3627-4c52-9c5d-0ba4713d0bcd
49.5,Please explain your process regarding: do you protect all systems against malware and regularly update anti-virus software or programs?,We follow industry best practices and guidelines.,,caa92c0e-0ac1-4bea-9d2c-895a45551b90
53.3,What are your policies concerning: is there information available about the qualified security assessor (qsa) company?,We utilize automation and manual processes to comply with these requirements.,,0c6b2d03-87db-45a7-a6d5-25f35978d074
73.8,What are your policies concerning: do you regularly test security systems and processes?,A dedicated team ensures continuous monitoring and adherence.,,a10a3803-b8fb-4aa1-96c0-4d295ae7bb56
57.4,How does your company handle: do you track and monitor all access to network resources and cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,f934cd32-c84a-4bd0-b531-9bf006a6eadf
79.9,How does your company handle: do you protect stored cardholder data?,We have strict policies in place to ensure compliance.,,7cf3a05e-a0ab-43cf-a5bc-bdf75b2be264
59.2,"What are your policies concerning: 
how does your business store, process, and transmit cardholder data, and in what capacity?",A dedicated team ensures continuous monitoring and adherence.,,5d5d3398-58e4-4df7-bea0-d2300350cede
48.8,"What are your policies concerning: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",We follow industry best practices and guidelines.,,20d3ec63-7fe5-45cd-b903-5544be0865fb
56.1,"What are your policies concerning: do you encrypt the transmission of cardholder data across open, public networks?",Our security team regularly audits and enforces these standards.,,103831dd-f694-45a4-8243-7f6ac924d879
58.6,Can you provide details on: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We follow industry best practices and guidelines.,,a6aae760-e0b8-47d8-bf6b-876e727660eb
57.9,"What are your policies concerning: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We utilize automation and manual processes to comply with these requirements.,,efc8dfea-58d5-4810-aefb-d079aae40feb
44.7,Please explain your process regarding: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We have strict policies in place to ensure compliance.,,421a9611-8632-42f3-8259-b5b8c1e20f4b
71.4,In what ways do you address: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We have strict policies in place to ensure compliance.,,a29960f0-af0b-40f5-bd93-808e4ab36244
78.7,How does your company handle: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,Our security team regularly audits and enforces these standards.,,4834644c-0b2e-436b-85ca-97cff6308750
66.5,"What are your policies concerning: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",Our security team regularly audits and enforces these standards.,,25e7f149-a9e6-458a-a6c3-e9aebc66885a
52,Please explain your process regarding: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We have strict policies in place to ensure compliance.,,cfa5474c-6fc1-4f01-83b3-4d06fe415888
66.4,"How does your company handle: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We follow industry best practices and guidelines.,,5237e064-ee10-4c1c-95a9-ee49d4b0d4e5
47.7,"In what ways do you address: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",A dedicated team ensures continuous monitoring and adherence.,,4d39746b-ce71-4f3d-a1bc-b675511a5a01
52.3,"Can you provide details on: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We have strict policies in place to ensure compliance.,,4b08f318-bf48-46cb-8780-ae1695d60890
77.5,What are your policies concerning: do you maintain a policy that addresses information security for all personnel?,We have strict policies in place to ensure compliance.,,c9a5440f-2ec3-418b-90c0-16e8628a486e
74.9,In what ways do you address: do you restrict access to cardholder data by business need to know?,We follow industry best practices and guidelines.,,26cde63d-3ffe-40ee-ab0b-57d7b9e5fa0c
51.1,How does your company handle: do you identify and authenticate access to system components?,We have strict policies in place to ensure compliance.,,415e27d8-c67e-40a2-a59d-eed6a76d8a56
45.1,Please explain your process regarding: do you restrict physical access to cardholders data?,We utilize automation and manual processes to comply with these requirements.,,e1260f6c-e5dc-485b-a06d-ccd1746d35d5
43.3,How does your company handle: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,We follow industry best practices and guidelines.,,3320202a-5dc5-4896-b369-0e89ac359c25
65.6,What are your policies concerning: do you install and maintain a firewall configuration to protect cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,14d6d9f4-a8cc-4a6f-bd5b-85911c7aeb6e
62.4,How does your company handle: what information do you have about the service provider organization?,Our security team regularly audits and enforces these standards.,,bd3d8565-b24e-4b9c-8f05-bfadf2b22566
73.7,What are your policies concerning: does the organization use one or more payment applications?,A dedicated team ensures continuous monitoring and adherence.,,26da4458-86f6-4bf0-b625-aea5afce479b
49.6,What are your policies concerning: do you protect all systems against malware and regularly update anti-virus software or programs?,We utilize automation and manual processes to comply with these requirements.,,e6e36ebf-2c2e-453a-962c-75f3d40096cf
73.5,Please explain your process regarding: is there information available about the qualified security assessor (qsa) company?,We follow industry best practices and guidelines.,,844cd951-541b-47a8-9c5f-835eb5a2ee79
67.9,What are your policies concerning: do you regularly test security systems and processes?,A dedicated team ensures continuous monitoring and adherence.,,853b2370-1e77-48c9-8fec-1bad1d03a3f5
71.5,Please explain your process regarding: do you track and monitor all access to network resources and cardholder data?,We utilize automation and manual processes to comply with these requirements.,,f7e30ada-e285-43b0-bf72-c74f9f547c99
54.7,Please explain your process regarding: do you protect stored cardholder data?,Our security team regularly audits and enforces these standards.,,903babd0-1b6a-4868-b9f5-c96325129a90
69.6,"Can you provide details on: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We have strict policies in place to ensure compliance.,,103fb6fc-9732-42e6-8b28-875147ba04d5
44.4,"Can you provide details on: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",We follow industry best practices and guidelines.,,24fde7a6-6cdb-4688-9bdf-7ca6c0d364cd
55.8,"Please explain your process regarding: do you encrypt the transmission of cardholder data across open, public networks?",A dedicated team ensures continuous monitoring and adherence.,,3f997a5e-a213-49c4-9934-09676d2a20d2
70.8,How does your company handle: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We utilize automation and manual processes to comply with these requirements.,,3b138831-1efc-4009-8157-b6dad9bb0d3d
72,"Please explain your process regarding: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We utilize automation and manual processes to comply with these requirements.,,05a68dca-3c69-45e0-8aac-dc0f7c1f90b9
59.2,Please explain your process regarding: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,1b0f2160-c093-42bc-9d73-0ecadcf89391
77.5,How does your company handle: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,61bf6441-f39d-4290-b315-d20dbd0d6264
66.7,What are your policies concerning: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,We follow industry best practices and guidelines.,,df369fe3-b7c7-42c9-a2bf-440cb6d17fff
73.7,"How does your company handle: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",Our security team regularly audits and enforces these standards.,,cf7b01b5-47a7-4732-b1a5-28e4013e36c1
56.1,In what ways do you address: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We utilize automation and manual processes to comply with these requirements.,,ed36e366-00ec-4ee5-b78a-e6d2420a0fef
46.2,"Please explain your process regarding: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",Our security team regularly audits and enforces these standards.,,4a512200-03cd-4ebe-951b-2c9a258f2d98
55.5,"What are your policies concerning: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",Our security team regularly audits and enforces these standards.,,cf9c846c-04b6-4fc6-aa19-f3f96f348d18
74,"What are your policies concerning: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",Our security team regularly audits and enforces these standards.,,bfc3d791-08f8-438f-9928-043a64a4cd90
55.1,Can you provide details on: do you maintain a policy that addresses information security for all personnel?,We follow industry best practices and guidelines.,,7016ab67-256e-40fd-ad20-00eec2e931aa
58.1,Please explain your process regarding: do you restrict access to cardholder data by business need to know?,We utilize automation and manual processes to comply with these requirements.,,a1828647-dfba-4c6d-84d7-3ebe31bca759
44.1,Please explain your process regarding: do you identify and authenticate access to system components?,Our security team regularly audits and enforces these standards.,,d3b2013e-79ce-4cf5-aedf-82e6e93b31a1
69.8,How does your company handle: do you restrict physical access to cardholders data?,We follow industry best practices and guidelines.,,bd6df8f5-b297-4ec8-82e8-8edadc689349
55.8,How does your company handle: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,We have strict policies in place to ensure compliance.,,988438bb-42f6-463b-bdf4-5d57bf437f00
44.3,What are your policies concerning: do you install and maintain a firewall configuration to protect cardholder data?,We have strict policies in place to ensure compliance.,,688705ff-ac4e-4918-8189-c62a666fb22e
52.3,How does your company handle: what information do you have about the service provider organization?,Our security team regularly audits and enforces these standards.,,f7a2ff82-c1ac-4d7f-853c-cff010116bce
62.2,In what ways do you address: does the organization use one or more payment applications?,We have strict policies in place to ensure compliance.,,0e9e27e8-ce28-4031-9890-51c4af04a3d9
47,What are your policies concerning: do you protect all systems against malware and regularly update anti-virus software or programs?,We utilize automation and manual processes to comply with these requirements.,,0d60fdfd-b1ce-4870-a7d1-4d583ee7c373
47.5,In what ways do you address: is there information available about the qualified security assessor (qsa) company?,Our security team regularly audits and enforces these standards.,,fd5d096c-4513-481b-8482-23abd9d4eb35
